"identifikaator";"tegevusvaldkond";"tyyp";"ministeerium";"allasutus";"makse";"link";"variable";"value";"kanal";"naitaja"
"RIA-024";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.ria.ee/taristu/";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"RIA-025";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.ria.ee/taristu/";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"RIA-026";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/autoriseerimine";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"RIA-027";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/ametlik_eesti_ee_postisusteem";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"RIA-028";"Riigi infosüsteemide kasutamine";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/x_tee_paringute_esitluskiht_pepe";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"RIA-029";"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/teavituskalender_3/teavituskalender_2";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"RIA-031";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.eesti.ee/est/teemad/kodanik/riigiportaali_abi/ametliku_e_posti_seadistamine";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"KA-001";"Transport";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"KA-002";"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"KA-003";"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"KA-004";"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"KA-005";"Side ja meedia";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Riigilõiv, riigimaks (tollimaks)";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"MKM-049";"Eluase";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.eesti.ee/est/teenused/kodanik/eluase_1/registreeritud_vallasvara_andmeid_ehitisregistris";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"MKM-046";"Eluase";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.eesti.ee/est/teenused/kodanik/eluase_1/ehitised_katastriuksustel_alamparing";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"MKM-017";"Ettevõtlus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/registreeringu_otsing";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"MKM-006";"Erinõuetega tegevusalad";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.eesti.ee/est/teenused/kodanik/too_ja_toosuhted/tegevusloa_otsing";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"RA-007";"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Riigilõiv, riigimaks (tollimaks)";"www.eesti.ee";"Eesti.ajakulu";NA;"Eesti";"ajakulu"
"RA-008";"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"www.eesti.ee";"Eesti.ajakulu";NA;"Eesti";"ajakulu"
"VTA-055";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://gis.vta.ee/nutimeri/";"Nutirakendus.osutamistearv";NA;"Nutirakendus";"osutamistearv"
"VTA-055";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://gis.vta.ee/nutimeri/";"Nutirakendus.rahulolu";NA;"Nutirakendus";"rahulolu"
"VTA-055";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://gis.vta.ee/nutimeri/";"Nutirakendus.halduskulu";NA;"Nutirakendus";"halduskulu"
"VTA-055";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://gis.vta.ee/nutimeri/";"Nutirakendus.ajakulu";NA;"Nutirakendus";"ajakulu"
"ERR-001";"Side ja meedia";"Interaktiivne infoteenus";"Kultuuriministeeriumi haldusala";"Eesti Rahvusringhääling";"Kliendile tasuta";"http://etv.err.ee/";"Digitelevisioon.osutamistearv";NA;"Digitelevisioon";"osutamistearv"
"ERR-001";"Side ja meedia";"Interaktiivne infoteenus";"Kultuuriministeeriumi haldusala";"Eesti Rahvusringhääling";"Kliendile tasuta";"http://etv.err.ee/";"Digitelevisioon.rahulolu";NA;"Digitelevisioon";"rahulolu"
"ERR-001";"Side ja meedia";"Interaktiivne infoteenus";"Kultuuriministeeriumi haldusala";"Eesti Rahvusringhääling";"Kliendile tasuta";"http://etv.err.ee/";"Digitelevisioon.halduskulu";NA;"Digitelevisioon";"halduskulu"
"ERR-001";"Side ja meedia";"Interaktiivne infoteenus";"Kultuuriministeeriumi haldusala";"Eesti Rahvusringhääling";"Kliendile tasuta";"http://etv.err.ee/";"Digitelevisioon.ajakulu";NA;"Digitelevisioon";"ajakulu"
"TJA-008";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/eestis-ajutiselt-tegutsevad-valisettevotted-2/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-009";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-010";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-011";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-012";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-013";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-014";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-015";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-016";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-017";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-018";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-019";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-020";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-022";"Ohutus";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-023";"Ohutus";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-024";"Ohutus";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-028";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-029";"Ohutus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/onnetused-ja-haireteated/?highlight=%C3%B5nnetusest,teavitamine";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-030";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://tja.ee/mootevahendid-2/?tpl=1116";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-038";"Töökeskkond ja personal";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/onnetused-ja-haireteated/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-040";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-045";"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/sagedusloa-taotlemine-ja-andmine/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-046";"Liiklus ja liiklusvahendid";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/onnetused-ja-haireteated/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-047";"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/numbriluba/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-048";"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/numbriluba/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-049";"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"https://www.riigiteataja.ee/akt/130122014007";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-050";"Ohutus";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/digitaalallkiri/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-051";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/digitaalallkiri/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-052";"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/meediateenused/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-053";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/meediateenused/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-057";"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/maarused-3/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-058";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/ohutustunnistus/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-059";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-060";"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-061";"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/vedurijuhiluba-ja-sertifikaat/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-062";"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/ohtlike-kaupade-raudteeveo-ohutusnounikud/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-063";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/ohtlike-kaupade-raudteeveo-ohutusnounikud/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-064";"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-065";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/raudteeveeremi-registreerimine/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-067";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-068";"Transport";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/raudteeveeremi-registreerimine/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-070";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/labilaskevoime-jaotamine/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-071";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-072";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-073";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-074";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-076";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/tegutsemise-ohutustunnistus/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-077";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/ehitusluba/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-078";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kirjalik-nousolek";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-080";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://tja.ee/raudtee-registreerimine/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-082";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"TJA-083";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Epost.osutamistearv";0;"Epost";"osutamistearv"
