"nimetus";"allasutus";"link";"variable";"value";"kanal";"naitaja"
"Sideteenuse osutamise majandustegevusteate registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/sideteenused/";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Tegevusloa taotluse läbivaatamine";"Veeteede Amet";"https://www.eesti.ee/est/teenused/kodanik/liiklus_ja_liiklusvahendid/sisenemine_elektroonilisse_mereinfosusteemi";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Ametliku vormi portaalis avaldamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/portaal/!evormid.saatmine?isik=H";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Välismaiste e-identiteetide kasutamiseks vajalike teenuste platvorm";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/piiriulene-pki/";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"DVK-ga liitumine";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/dvk-liitumine/";"Eesti.osutamistearv";604;"Eesti";"osutamistearv"
"BI komponentide majutus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Hostelteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Varuvõimsus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Digitaalne arhiiv";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Inkubatsioon ehk uue teenuse majutamine juurutamisfaasis";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Autentimisteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/autoriseerimine";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Ametlik @eesti.ee postisüsteem";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/ametlik_eesti_ee_postisusteem";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Riigiportaalis eesti.ee X-tee teenuste avaldamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/x_tee_paringute_esitluskiht_pepe";"Eesti.osutamistearv";15;"Eesti";"osutamistearv"
"Teavitusteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/teavituskalender_3/teavituskalender_2";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"E-posti aadressi edasisuunamine  - @eesti.ee";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/kodanik/riigiportaali_abi/ametliku_e_posti_seadistamine";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Ehitisregistris registreeritud vallasvara";"Haridus- ja Teadusministeerium";"https://www.eesti.ee/est/teenused/kodanik/eluase_1/registreeritud_vallasvara_andmeid_ehitisregistris";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Kinnistul paiknevad Ehitisregistris registreeritud ehitised";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/kodanik/eluase_1/ehitised_katastriuksustel_alamparing";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Registreeringute ja lubadega seotud otsingud majandustegevuse registrist";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/registreeringu_otsing";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Tegevusloa otsing majandustegevuse registrist";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/kodanik/too_ja_toosuhted/tegevusloa_otsing";"Eesti.osutamistearv";0;"Eesti";"osutamistearv"
"Arhiiviteatiste väljastamine isikute õiguste ja tehingute tõestamiseks";"Rahvusarhiiv";"www.eesti.ee";"Eesti.osutamistearv";NA;"Eesti";"osutamistearv"
"Vastuskirjade väljastamine vastusena isikute muudel eesmärkidel esitatud päringutele (mitte õiguste ja tehingute tõestamiseks)";"Rahvusarhiiv";"www.eesti.ee";"Eesti.osutamistearv";NA;"Eesti";"osutamistearv"
"Sideteenuse osutamise majandustegevusteate registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/sideteenused/";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Tegevusloa taotluse läbivaatamine";"Veeteede Amet";"https://www.eesti.ee/est/teenused/kodanik/liiklus_ja_liiklusvahendid/sisenemine_elektroonilisse_mereinfosusteemi";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Ametliku vormi portaalis avaldamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/portaal/!evormid.saatmine?isik=H";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Välismaiste e-identiteetide kasutamiseks vajalike teenuste platvorm";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/piiriulene-pki/";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"DVK-ga liitumine";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/dvk-liitumine/";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"BI komponentide majutus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Hostelteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Varuvõimsus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Digitaalne arhiiv";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Inkubatsioon ehk uue teenuse majutamine juurutamisfaasis";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Autentimisteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/autoriseerimine";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Ametlik @eesti.ee postisüsteem";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/ametlik_eesti_ee_postisusteem";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Riigiportaalis eesti.ee X-tee teenuste avaldamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/x_tee_paringute_esitluskiht_pepe";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Teavitusteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/teavituskalender_3/teavituskalender_2";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"E-posti aadressi edasisuunamine  - @eesti.ee";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/kodanik/riigiportaali_abi/ametliku_e_posti_seadistamine";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Ehitisregistris registreeritud vallasvara";"Haridus- ja Teadusministeerium";"https://www.eesti.ee/est/teenused/kodanik/eluase_1/registreeritud_vallasvara_andmeid_ehitisregistris";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Kinnistul paiknevad Ehitisregistris registreeritud ehitised";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/kodanik/eluase_1/ehitised_katastriuksustel_alamparing";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Registreeringute ja lubadega seotud otsingud majandustegevuse registrist";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/registreeringu_otsing";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Tegevusloa otsing majandustegevuse registrist";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/kodanik/too_ja_toosuhted/tegevusloa_otsing";"Eesti.rahulolu";0;"Eesti";"rahulolu"
"Arhiiviteatiste väljastamine isikute õiguste ja tehingute tõestamiseks";"Rahvusarhiiv";"www.eesti.ee";"Eesti.rahulolu";NA;"Eesti";"rahulolu"
"Vastuskirjade väljastamine vastusena isikute muudel eesmärkidel esitatud päringutele (mitte õiguste ja tehingute tõestamiseks)";"Rahvusarhiiv";"www.eesti.ee";"Eesti.rahulolu";NA;"Eesti";"rahulolu"
"Sideteenuse osutamise majandustegevusteate registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/sideteenused/";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Tegevusloa taotluse läbivaatamine";"Veeteede Amet";"https://www.eesti.ee/est/teenused/kodanik/liiklus_ja_liiklusvahendid/sisenemine_elektroonilisse_mereinfosusteemi";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Ametliku vormi portaalis avaldamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/portaal/!evormid.saatmine?isik=H";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Välismaiste e-identiteetide kasutamiseks vajalike teenuste platvorm";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/piiriulene-pki/";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"DVK-ga liitumine";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/dvk-liitumine/";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"BI komponentide majutus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Hostelteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Varuvõimsus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Digitaalne arhiiv";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Inkubatsioon ehk uue teenuse majutamine juurutamisfaasis";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Autentimisteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/autoriseerimine";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Ametlik @eesti.ee postisüsteem";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/ametlik_eesti_ee_postisusteem";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Riigiportaalis eesti.ee X-tee teenuste avaldamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/x_tee_paringute_esitluskiht_pepe";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Teavitusteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/teavituskalender_3/teavituskalender_2";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"E-posti aadressi edasisuunamine  - @eesti.ee";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/kodanik/riigiportaali_abi/ametliku_e_posti_seadistamine";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Ehitisregistris registreeritud vallasvara";"Haridus- ja Teadusministeerium";"https://www.eesti.ee/est/teenused/kodanik/eluase_1/registreeritud_vallasvara_andmeid_ehitisregistris";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Kinnistul paiknevad Ehitisregistris registreeritud ehitised";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/kodanik/eluase_1/ehitised_katastriuksustel_alamparing";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Registreeringute ja lubadega seotud otsingud majandustegevuse registrist";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/registreeringu_otsing";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Tegevusloa otsing majandustegevuse registrist";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/kodanik/too_ja_toosuhted/tegevusloa_otsing";"Eesti.halduskulu";0;"Eesti";"halduskulu"
"Arhiiviteatiste väljastamine isikute õiguste ja tehingute tõestamiseks";"Rahvusarhiiv";"www.eesti.ee";"Eesti.halduskulu";NA;"Eesti";"halduskulu"
"Vastuskirjade väljastamine vastusena isikute muudel eesmärkidel esitatud päringutele (mitte õiguste ja tehingute tõestamiseks)";"Rahvusarhiiv";"www.eesti.ee";"Eesti.halduskulu";NA;"Eesti";"halduskulu"
"Sideteenuse osutamise majandustegevusteate registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/sideteenused/";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Tegevusloa taotluse läbivaatamine";"Veeteede Amet";"https://www.eesti.ee/est/teenused/kodanik/liiklus_ja_liiklusvahendid/sisenemine_elektroonilisse_mereinfosusteemi";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Ametliku vormi portaalis avaldamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/portaal/!evormid.saatmine?isik=H";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Välismaiste e-identiteetide kasutamiseks vajalike teenuste platvorm";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/piiriulene-pki/";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"DVK-ga liitumine";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/dvk-liitumine/";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"BI komponentide majutus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Hostelteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Varuvõimsus";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Digitaalne arhiiv";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Inkubatsioon ehk uue teenuse majutamine juurutamisfaasis";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/taristu/";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Autentimisteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/autoriseerimine";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Ametlik @eesti.ee postisüsteem";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/ametlik_eesti_ee_postisusteem";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Riigiportaalis eesti.ee X-tee teenuste avaldamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/x_tee_paringute_esitluskiht_pepe";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Teavitusteenus";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/teavituskalender_3/teavituskalender_2";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"E-posti aadressi edasisuunamine  - @eesti.ee";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/est/teemad/kodanik/riigiportaali_abi/ametliku_e_posti_seadistamine";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_mtr_i_ettevotja_kasutajana_1";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Ehitisregistris registreeritud vallasvara";"Haridus- ja Teadusministeerium";"https://www.eesti.ee/est/teenused/kodanik/eluase_1/registreeritud_vallasvara_andmeid_ehitisregistris";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Kinnistul paiknevad Ehitisregistris registreeritud ehitised";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/kodanik/eluase_1/ehitised_katastriuksustel_alamparing";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Registreeringute ja lubadega seotud otsingud majandustegevuse registrist";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/registreeringu_otsing";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Tegevusloa otsing majandustegevuse registrist";"Majandus- ja Kommunikatsiooniministeerium";"https://www.eesti.ee/est/teenused/kodanik/too_ja_toosuhted/tegevusloa_otsing";"Eesti.ajakulu";0;"Eesti";"ajakulu"
"Arhiiviteatiste väljastamine isikute õiguste ja tehingute tõestamiseks";"Rahvusarhiiv";"www.eesti.ee";"Eesti.ajakulu";NA;"Eesti";"ajakulu"
"Vastuskirjade väljastamine vastusena isikute muudel eesmärkidel esitatud päringutele (mitte õiguste ja tehingute tõestamiseks)";"Rahvusarhiiv";"www.eesti.ee";"Eesti.ajakulu";NA;"Eesti";"ajakulu"
"Veebikaardikeskkond Nutimeri";"Veeteede Amet";"http://gis.vta.ee/nutimeri/";"Nutirakendus.osutamistearv";NA;"Nutirakendus";"osutamistearv"
"Veebikaardikeskkond Nutimeri";"Veeteede Amet";"http://gis.vta.ee/nutimeri/";"Nutirakendus.rahulolu";NA;"Nutirakendus";"rahulolu"
"Veebikaardikeskkond Nutimeri";"Veeteede Amet";"http://gis.vta.ee/nutimeri/";"Nutirakendus.halduskulu";NA;"Nutirakendus";"halduskulu"
"Veebikaardikeskkond Nutimeri";"Veeteede Amet";"http://gis.vta.ee/nutimeri/";"Nutirakendus.ajakulu";NA;"Nutirakendus";"ajakulu"
"ETV";"Eesti Rahvusringhääling";"http://etv.err.ee/";"Digitelevisioon.osutamistearv";NA;"Digitelevisioon";"osutamistearv"
"ETV";"Eesti Rahvusringhääling";"http://etv.err.ee/";"Digitelevisioon.rahulolu";NA;"Digitelevisioon";"rahulolu"
"ETV";"Eesti Rahvusringhääling";"http://etv.err.ee/";"Digitelevisioon.halduskulu";NA;"Digitelevisioon";"halduskulu"
"ETV";"Eesti Rahvusringhääling";"http://etv.err.ee/";"Digitelevisioon.ajakulu";NA;"Digitelevisioon";"ajakulu"
"Ajutiselt Eestis tegutsemisest teatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/eestis-ajutiselt-tegutsevad-valisettevotted-2/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"Lõhkematerjalitehase käitamisloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"Lõhkematerjalilao käitamisloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"Väljaspool lõhkematerjaliladu lõhkematerjali hoidmise loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
"Enamohtliku lõhketöö loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.osutamistearv";0;"Epost";"osutamistearv"
